session_id,target
1,0.00032856525775588197
2,2.852894096879427e-06
3,9.310307491146398e-07
4,6.400579053039823e-07
5,0.00019883097345223445
6,7.079086429571753e-05
7,0.002940076577778422
8,0.001853842127276143
9,0.0001331974221667806
10,0.0031563191274422155
11,0.00012457819760228685
12,1.641712233854226e-05
13,7.943656859551554e-05
14,0.022292682509194472
15,0.0009111096985935768
16,0.00037043813422479996
17,0.020809524431548126
18,1.459247002095104e-05
19,0.0024771202648254894
20,2.0421810604697255e-06
21,0.03478370693473881
22,3.361433404390831e-05
23,0.00026824526023351336
24,0.011891807319514008
25,0.07976971548238487
26,1.0322630088818039e-05
27,0.0001408257263404795
28,8.471001771883995e-07
29,0.020573186272110282
30,0.0015430930869650462
31,0.027850664332605433
32,0.017241337298249358
33,0.00012903418160160575
34,1.6620398168247685e-05
35,0.018902275881064908
36,0.0006331871385624224
37,8.276286712360576e-08
38,2.877275465409963e-06
39,0.00041985416214186487
40,1.1243315943095268e-05
41,0.0017671707862781164
42,0.0065456608033049755
43,0.00010011332059013546
44,0.00011332796030900518
45,0.1399782584250079
46,0.00023453732943943758
47,0.00035376748070395305
48,6.58553789006037e-05
49,0.00025435509299978924
50,8.12126724689494e-06
51,2.431112114137767e-07
52,0.00011236600872735025
53,0.022865131835481917
54,0.0007714969909027956
55,0.00040310296131209136
56,0.020049712191613014
57,1.6031112849558894e-06
58,1.844287270472249e-05
59,2.1250551080562878e-05
60,2.650141366676162e-06
61,8.621069711081474e-06
62,0.00024355954062399088
63,1.4695709865792505e-05
64,0.0005917991002364789
65,1.11578788474184e-05
66,6.077534759714761e-06
67,0.00016198621620195684
68,0.0016910456083847896
69,0.057011539231094595
70,4.797409419354572e-05
71,0.0016330963811193686
72,0.0005378454157602482
73,0.17344377566849528
74,7.290488282924953e-05
75,0.00021748075783689958
76,0.002357565970730905
77,0.0018508939341449666
78,0.0048823203166015235
79,0.0001435250016159691
80,8.87992548076713e-06
81,1.273814437975278e-05
82,0.0015455628425681692
83,1.2466170310564991e-06
84,0.4800754799688038
85,0.00015475383301399206
86,6.108802343802732e-06
87,0.006116167175432957
88,0.0012625524992336116
89,0.0021430157003419596
90,0.05241815859071961
91,3.5349634829016324e-05
92,5.361320809437014e-06
93,0.04616876378547674
94,0.00017724257146394093
95,0.09253792120785422
96,3.143205245686314e-06
97,0.001347812021353893
98,2.4856574315754568e-05
99,1.9875511061251144e-05
100,0.0001893762896167652
101,5.538197452925642e-05
102,0.12511448111090523
103,0.0002016201315418516
104,0.0002851187067135674
105,0.00017191967622143017
106,6.02341193825381e-05
107,0.014624221347168943
108,0.00018015134656864138
109,7.168921165291969e-06
110,1.9463149954964505e-05
111,0.0006260164892923768
112,5.398812986188488e-07
113,0.0005992856810752112
114,2.775095777230864e-06
115,3.9409670442064016e-05
116,3.668593082509236e-05
117,0.0002070669974232663
118,0.006083328777725311
119,0.0002761429497767097
120,0.0011396663336619647
121,1.9492361628202134e-05
122,3.1525119324416274e-05
123,5.7611948553933806e-05
124,0.0002699925615013287
125,0.002101156957560935
126,2.87867178271393e-06
127,1.3535449399808905e-06
128,5.5188942896787206e-05
129,0.004633292999131779
130,0.00592613945427092
131,0.00023501052353911363
132,0.0034238676245607978
133,0.0027577463864968716
134,5.06105243070249e-05
135,2.9647758167384775e-06
136,0.0011345649320638844
137,6.883806240306573e-05
138,0.00493912752900011
139,7.589044524697805e-06
140,9.35474583654251e-05
141,5.104893457279604e-07
142,3.8421905397548936e-05
143,0.00013321798982812892
144,0.00418018913883872
145,2.213248303247462e-06
146,0.0006991552765537898
147,7.283428067812087e-05
148,0.0038262560924957833
149,0.002824561489255698
150,0.03427102038405261
151,1.6516723399661128e-06
152,0.020973976985755507
153,7.87762596732862e-05
154,0.00012166823598544871
155,0.00021273211968151625
156,2.708283266544381e-05
157,1.957077136060575e-05
158,0.001750473216584043
159,0.00011966933971346033
160,2.537245074712422e-05
161,0.006405576044646059
162,7.621995004364346e-05
163,0.0004921552783589773
164,0.0049637050021352856
165,9.638926103198531e-06
166,1.282310466131978e-05
167,0.01233299072295655
168,0.002824561489255698
169,0.0021550010029055687
170,0.0005363541687104337
171,0.003090244427217785
172,0.0008246298064613778
173,0.00032383741816922884
174,0.0009479387665858903
175,0.2048998233086493
176,0.004568850373879899
177,0.014083286573736802
178,1.0308465709756697e-05
179,0.0001565152060173013
180,0.0016191889809894177
181,4.173280108332899e-05
182,0.0014164866786119488
183,2.231218090119777e-05
184,0.00013631561877500253
185,0.00012330775701202147
186,0.0007684073863300294
187,4.561388068475823e-06
188,3.6941783758167326e-06
189,0.003833722190868843
190,0.0003261925376843963
191,8.573353049412525e-05
192,3.504553438914198e-05
193,0.006028692880733889
194,0.0008692685870864077
195,6.251928681556643e-05
196,2.3534732667156886e-05
197,0.0011354418811713315
198,0.003438221159546753
199,0.013823879656876663
200,1.806350379387325e-05
201,0.00019227053749205458
202,0.02069884130246733
203,3.5767520991112626e-06
204,0.0002506794557911569
205,0.005657796305643015
206,1.3072959787675784e-08
207,0.0008841990842685041
208,0.001170753029957061
209,2.7692961080681063e-06
210,0.010126917353154049
211,0.00130945494532857
212,0.011094363662203052
213,1.5652043655470323e-05
214,0.0208478801313482
215,0.0010863484479221963
216,0.004910467314569699
217,0.03361986438562408
218,0.0017351346577792243
219,0.00030712358255446313
220,0.002922654940893677
221,0.0035043668529557595
222,4.810285005955918e-05
223,0.03639354630820671
224,0.0013100660326285283
225,0.014728734104830811
226,0.005815418648711162
227,0.004216343926850799
228,0.0008114178004735005
229,4.955593723555591e-05
230,0.0019690658265892353
231,9.977927773085701e-05
232,2.281491761238202e-05
233,2.1256306071227124e-05
234,0.002639041408204289
235,0.00017081876025065804
236,0.00021374417840847395
237,0.0026784017061388613
238,0.0023819318999860175
239,0.00041985416214186487
240,0.005665359488550988
241,0.00010971352802515596
242,6.300013648736036e-08
243,1.048537250586286e-07
244,4.023745785934661e-05
245,0.00044933050526939843
246,8.982486781576696e-05
247,0.08011606978222482
248,0.0007815140784583565
249,4.614081641949685e-05
250,0.0005899994206700687
251,0.03253671035390838
252,3.6105906729012986e-05
253,3.9312722929041424e-05
254,0.0005845938661826698
255,0.0019018540925362743
256,2.2725023727708455e-07
257,0.00022331363778077724
258,0.008704458979501837
259,0.004189432233309042
260,0.0010163010565907309
261,0.00023139792352106967
262,0.0018062708086368003
263,0.0007551134707968492
264,0.0022745397052873913
265,0.0001066557023779024
266,6.5541888431224455e-06
267,2.006696800213444e-09
268,0.00014425840724226313
269,0.000765748286376985
270,0.0002521019682335182
271,8.467132029577337e-06
272,9.636323856857616e-05
273,1.3420166614892915e-05
274,0.0021638354200042963
275,0.008398171713928607
276,3.2038298132798404e-06
277,0.0020403698773667363
278,0.01383868021889471
279,7.981600088588303e-06
280,0.0031287159927987224
281,7.994545811348632e-05
282,0.008559354583995853
283,0.0026744010418536233
284,0.00012646534603270008
285,1.407964431036743e-05
286,5.306415507489819e-07
287,0.0026687052572651722
288,4.279489239611786e-06
289,0.0008361245785736789
290,1.7384516728706093e-05
291,0.0017854139728384144
292,0.0012802308366800805
293,0.006162364255039514
294,0.0004045036889243468
295,2.589397203989161e-05
296,2.5850943504279318e-05
297,0.00010737254738866101
298,8.023682432442368e-05
299,1.0291348386006044e-06
300,4.144318220223416e-05
301,1.3991591041467513e-05
302,0.0002574824955509515
303,5.480994677243609e-05
304,0.012019546198116135
305,0.059060961834661314
306,1.304245641472834e-05
307,0.002594304313797995
308,0.0001543235988488673
309,0.002036706508913178
310,2.3637232236692958e-05
311,0.0057433326496113025
312,0.015309902215203165
313,0.0003879849037120793
314,2.1482158680844227e-05
315,0.0006357563199019312
316,4.3808152009540885e-05
317,0.002761062327652234
318,3.576023104180989e-05
319,7.832304443339082e-05
320,0.0003096159036535684
321,0.010287586576797363
322,3.7375777329377455e-05
323,2.8753887998599803e-05
324,0.003404201306802607
325,0.008481972655291752
326,0.002695007250519949
327,0.000339014519035563
328,0.004014031454634473
329,2.537245074712422e-05
330,3.6382330192088057e-06
331,0.009898532776788156
332,0.0005384501607400562
333,0.2529962116824216
334,2.4475585884406432e-05
335,3.658038245087718e-05
336,0.00020689729746068536
337,0.012242960414640887
338,0.016771748303491932
339,0.0009659600790136896
340,0.005529591936105832
341,4.799122235161624e-06
342,0.004061853875907222
343,0.004373825027941815
344,0.012967667222458255
345,0.0015754848324188095
346,7.628622720165702e-05
347,0.5319650619905196
348,8.87663399759718e-06
349,9.89584224802906e-06
350,0.007439566831879866
351,0.0014014279485635166
352,0.06782361171530168
353,0.04297767920748769
354,0.002241906145408902
355,0.010394703655682371
356,0.0004381455756338364
357,0.0005352314838758997
358,5.867671646539578e-05
359,0.09764723507956284
360,0.00011801178739291358
361,0.0023032262610429887
362,0.0008405951831459213
363,0.00018683392512841844
364,0.0010799160755339903
365,3.201030583444265e-06
366,1.9776076304814308e-08
367,2.2926919183859863e-06
368,0.0061475977485007955
369,0.007380887691596236
370,3.7382448751520754e-05
371,0.0027574667465004813
372,9.969131823354413e-06
373,6.253598376530191e-06
374,1.5447881064750142e-06
375,4.07404440935671e-05
376,0.005289469333775419
377,0.0008967710139053856
378,2.759481495535995e-05
379,3.3190260365428493e-06
380,6.857143788481561e-05
381,0.001160268018362688
382,0.006414214576906007
383,3.883988743971498e-05
384,7.540279332614072e-05
385,0.005183668285093221
386,0.00014431165636978282
387,0.0012097225058060744
388,0.002860641256387251
389,8.058278537057671e-06
390,1.1164288024974122e-05
391,0.00012145309781201935
392,0.002247319639138261
393,0.0001122323743401423
394,1.1446137390754793e-05
395,3.97338471755649e-05
396,0.0005083513241436902
397,8.744645157878882e-05
398,0.0015793566031382805
399,4.825245937872454e-08
400,0.0002680059621960456
401,5.945009389957727e-07
402,0.00018810951169477333
403,9.769600587864491e-05
404,0.040053740641665704
405,0.0008592480554107185
406,0.010752842138865659
407,6.56152201670332e-05
408,1.3708696761440792e-05
409,0.004967986758731534
410,0.0005157174164432803
411,1.2878307507899655e-05
412,5.910854728386836e-05
413,0.0017027881398875198
414,7.145504289612674e-05
415,7.691798947279884e-07
416,0.00013128840424888016
417,0.008728771996154823
418,3.7297104748515067e-06
419,1.9126048223614595e-05
420,0.00300950625276814
421,0.001513413016944226
422,0.0027574667465004813
423,6.464730516994252e-05
424,0.00010927489254896595
425,4.797497667508598e-08
426,0.4730601242722426
427,0.00011950211662767253
428,1.3813831418959959e-08
429,0.0033743881819566102
430,2.537245074712422e-05
431,5.285808680092227e-06
432,0.01173587809077861
433,5.325218744503724e-05
434,0.0012054348279441672
435,5.498135869935345e-05
436,0.000324754255329786
437,0.00016898537383499255
438,0.0002668846763342931
439,0.00012432193349573345
440,2.0912889988240335e-07
441,4.676834814292968e-05
442,0.00012452177948796603
443,9.260477252350479e-06
444,5.0254516354717254e-05
445,0.0008459150896263472
446,0.002446350456622173
447,0.00010210076386017592
448,0.009323530098225973
449,0.00018125245982309986
450,0.0009689001439911404
451,0.0013763973812988591
452,0.011622638089330064
453,0.0015060340121765482
454,1.0758848361580023e-05
455,5.966856870212214e-05
456,7.375102926821394e-05
457,8.301928262821285e-05
458,0.0004616393645008762
459,0.00014615829522613138
460,0.06280094608368945
461,6.857143788481561e-05
462,1.03827746381553e-06
463,8.273503966015641e-07
464,0.00012703781674996937
465,0.005262182074958224
466,8.175591590763883e-05
467,0.002997423857743784
468,5.645458194529219e-05
469,0.0003009934274116387
470,0.00022169799133943486
471,0.01761397742889163
472,2.8953269864477563e-06
473,0.0017351346577792243
474,1.2803342764326815e-06
475,0.017829077069718115
476,4.603361541262506e-06
477,0.0001591088372541513
478,0.0018393870590284404
479,0.5345887719889699
480,0.0003864488782434888
481,0.021157122466987116
482,0.00046596635653973085
483,0.0050956808854579275
484,0.002646249645847724
485,0.016778319091283623
486,0.00025712258450016055
487,0.0001449828316217518
488,2.2037038255929616e-05
489,0.001873508651421602
490,0.00020979774387901704
491,0.008648549369247934
492,0.0031710927855983662
493,0.000934027550145249
494,0.00015788310073060706
495,0.0002774316220344062
496,0.03663627139457626
497,0.0013055766395565823
498,0.0014951309612650638
499,1.4950558643205949e-09
500,0.007011016492130121
501,0.003892652069353984
502,0.04543124466487645
503,0.03271643988600672
504,0.00321323926573632
505,0.00040481468979829946
506,8.088254264073618e-06
507,0.0029569972552422994
508,0.0008191090353827799
509,0.00014361458136746618
510,0.00014067844318606015
511,2.0532160805734757e-07
512,0.0006485729801485575
513,8.958360086903024e-05
514,0.00959773605214916
515,0.00027902112767940097
516,0.007590834236846137
517,0.00020791182314160655
518,1.110683060852862e-05
519,0.00084213859656261
520,3.988131479479912e-05
521,0.07330397171580794
522,0.09406734238229453
523,3.086240463490033e-06
524,0.0021408080514845407
525,0.0015068805419025844
526,6.842923154360775e-05
527,0.00201655475972492
528,0.005221411699367595
529,0.00015270503579905897
530,2.5999314208391576e-06
531,4.25898821691938e-05
532,0.00010638444163006493
533,2.2336742099337825e-06
534,0.03689600555423611
535,1.1448887827257725e-07
536,0.001716479492836065
537,0.0009792986999415255
538,0.007349113665105163
539,0.00198769963322737
540,2.076552116581045e-06
541,0.0019031837366437622
542,0.00018274431937662512
543,0.0021345440243880592
544,0.01460496184412203
545,0.0008965334269705133
546,5.2146347873167276e-05
547,0.002937598798720468
548,2.7444346013858586e-06
549,0.0035473924787327083
550,0.001647733498386496
551,0.012845723916494137
552,0.0011682235813857834
553,3.300109375016568e-06
554,3.1132928474286935e-05
555,4.4238152574312885e-06
556,0.01734871644225468
557,0.00023585356953648962
558,0.0014845009241831813
559,0.00026362252108817985
560,0.0005044657485862164
561,0.00026022546257793206
562,0.005063534309933118
563,0.0004160620350689807
564,0.0016388527976414448
565,0.0033130034678077592
566,0.0005249092761017708
567,1.1885817048742823e-05
568,0.0001348806261964975
569,0.002820897405792886
570,4.848968841263542e-05
571,0.00010930274604077944
572,0.09057171085003062
573,6.369731669301524e-06
574,9.291373075633286e-06
575,2.775342509248795e-06
576,0.0017322564428716295
577,0.000299220343155092
578,3.463058420376467e-06
579,0.00025976539481297037
580,9.455302830716611e-05
581,0.01614820927490202
582,9.863758732154476e-05
583,5.6874990174379316e-05
584,0.04904209232135928
585,0.0001529752032250193
586,0.0004900067371942726
587,0.00268478387727713
588,0.006797724129449641
589,0.05728415842838246
590,3.3381133306027937e-06
591,0.00014448975558795132
592,2.213248303247462e-06
593,2.3314500800354212e-08
594,5.198463492860975e-06
595,0.0009604831407760968
596,0.0037754524404344366
597,0.0018337130760337336
598,6.345828891530374e-05
599,0.0002448265041277898
600,0.0036781790026977025
601,0.0021761745899332614
602,0.009358819866119661
603,6.658630686862543e-05
604,0.00021863687606702264
605,0.007882080880056219
606,0.003903989856040386
607,0.002954329530389012
608,0.0010491613698740414
609,0.004029478976459947
610,3.676848922320601e-07
611,9.247088791230717e-05
612,0.02506775734722463
613,3.6941783758167326e-06
614,6.173852113436447e-05
615,0.0007508317964155324
616,0.0002462664827944732
617,0.00010616931961942273
618,1.1976064597909953e-05
619,3.067258112909831e-05
620,0.04052166745532768
621,0.00010747646841479428
622,0.09085738288860752
623,0.0015549958550753896
624,5.867671646539578e-05
625,0.036878724870074354
626,0.005436104661928182
627,6.4804277414689034e-06
628,2.2787487445106884e-08
629,0.0012431679663952664
630,3.6941783758167326e-06
631,0.00034615046908051026
632,0.001961093440613827
633,0.016204813971453978
634,0.0014650890160661095
635,3.290347726650089e-06
636,0.00014419513313218655
637,1.0368631025676519e-05
638,0.002676193862817285
639,8.878147417255483e-05
640,1.2817858886066164e-06
641,0.001521839028232261
642,0.0001344683608082512
643,0.03649638681985685
644,0.00012518665282416143
645,0.09204528002152386
646,0.0011988303334983055
647,4.7814674547232734e-05
648,0.00019657342268333995
649,0.0012296318906571705
650,2.0403765823780656e-05
651,0.0059269501758753874
652,0.1105727472567061
653,0.0017666687821987553
654,0.00024954976166301955
655,0.01219439206713386
656,0.015135114037461183
657,2.5915758772189823e-05
658,1.3061344039659982e-05
659,0.0007103523691684667
660,0.0009575428868354847
661,0.00018978225905484864
662,6.259249255247403e-05
663,0.00010596247308988758
664,0.0002647681998139601
665,0.00011303637745741672
666,0.0028612667446565898
667,0.002612126653975892
668,0.044366880373971455
669,1.1193231383931781e-05
670,5.862981523707911e-06
671,0.009862704900974103
672,0.04161333542526072
673,0.055771534600925605
674,0.007830949436626655
675,0.012274995139119293
676,0.004161701623990675
677,0.00035104357371159667
